date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:25	84262/84262	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/index.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/index.html	(from )
10:57:25	243/243	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2011%20Mar%202026%2003:57:23%20GMT	https://dreamsports.dreamstechnologies.com/robots.txt		(from )
10:57:29	203138/203138	---M--	200	added ('OK')	image/jpeg	etag:%2231982-648cd4a440ab6%22	https://dreamsports.dreamstechnologies.com/html/assets/img/meta-image.jpg	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/img/meta-image.jpg	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:29	890/890	---M--	200	added ('OK')	image/png	etag:%22767-648cd4a434f6a%22	https://dreamsports.dreamstechnologies.com/html/assets/img/favicon.png	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/img/favicon.png	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:30	88657/88657	---M--	200	added ('OK')	image/jpeg	etag:%2215a51-64a5c28acad1e%22	https://dreamsports.dreamstechnologies.com/assets/img/meta-image.jpg	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/assets/img/meta-image.jpg	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:30	4223/4223	---M--	200	added ('OK')	image/png	etag:%22107f-648cd4a432826%22	https://dreamsports.dreamstechnologies.com/html/assets/img/apple-touch-icon-120x120.png	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/img/apple-touch-icon-120x120.png	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:31	5116/5116	---M--	200	added ('OK')	image/png	etag:%2213fc-648cd4a432826%22	https://dreamsports.dreamstechnologies.com/html/assets/img/apple-touch-icon-152x152.png	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/img/apple-touch-icon-152x152.png	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:31	232110/232110	---M-Z	200	added ('OK')	text/css	etag:%2238aae-648cd4a430cce-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/css/bootstrap.min.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/css/bootstrap.min.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:31	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22d17-648cd4a4548ed-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/owl-carousel/owl.carousel.min.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/plugins/owl-carousel/owl.carousel.min.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:31	1013/1013	---M-Z	200	added ('OK')	text/css	etag:%223f5-648cd4a454ba4-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/owl-carousel/owl.theme.default.min.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/plugins/owl-carousel/owl.theme.default.min.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:32	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%2265c5-648cd4a44726a-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/aos/aos.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/plugins/aos/aos.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:32	74320/74320	---M-Z	200	added ('OK')	text/css	etag:%2212250-648cd4a449263-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/fontawesome/css/all.min.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/plugins/fontawesome/css/all.min.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:32	14965/14965	---M-Z	200	added ('OK')	text/css	etag:%223a75-648cd4a454d85-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/plugins/select2/css/select2.min.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/plugins/select2/css/select2.min.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:32	13391/13391	---M-Z	200	added ('OK')	text/css	etag:%22344f-648cd4a4310b6-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/css/feather.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/css/feather.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:33	358469/358469	---M-Z	200	added ('OK')	text/css	etag:%2257845-648cd4a431886-gzip%22	https://dreamsports.dreamstechnologies.com/html/assets/css/style.css	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/css/style.css	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:33	890/890	---M--	200	added ('OK')	image/png	etag:%22767-648cd4a4402e6%22	https://dreamsports.dreamstechnologies.com/html/assets/img/loader.png	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/img/loader.png	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:33	26306/26306	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266c2-648cd4a4402e6%22	https://dreamsports.dreamstechnologies.com/html/assets/img/logo.svg	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/img/logo.svg	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:33	26354/26354	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266f2-648cd4a4402e6%22	https://dreamsports.dreamstechnologies.com/html/assets/img/logo-black.svg	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/assets/img/logo-black.svg	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:34	41731/41731	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/coaches-map.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/coaches-map.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:35	61804/61804	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/coaches-map-sidebar.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/coaches-map-sidebar.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:35	41312/41312	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/coaches-grid.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/coaches-grid.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:35	40747/40747	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/coaches-list.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/coaches-list.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:35	89411/89411	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/coaches-grid-sidebar.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:36	69703/69703	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/coaches-list-sidebar.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/coaches-list-sidebar.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:36	29179/29179	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/cage-details.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/cage-details.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
10:57:36	24830/24830	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2008:06:51%20GMT	https://dreamsports.dreamstechnologies.com/html/coach-details.html	D:/Spring2026/SEP490/PROJECT/theme1/muon-themme-html/dreamsports.dreamstechnologies.com/html/coach-details.html	(from https://dreamsports.dreamstechnologies.com/html/index.html)
